Date,Num1,Num2,Num3,Num4,Num5,StarBall
2021-05-05,1,12,26,52,36,3
2021-05-01,46,29,17,28,12,1
2021-04-28,34,46,39,33,2,10
2021-04-24,21,20,26,27,5,4
2021-04-21,41,4,42,45,44,8
2021-04-17,15,41,19,39,28,5
2021-04-14,38,39,6,3,2,9
2021-04-10,52,49,24,43,16,9
2021-04-07,7,22,28,12,39,10
2021-04-03,43,48,47,17,42,5
2021-03-31,17,18,21,35,42,8
2021-03-27,23,3,50,51,35,10
2021-03-24,39,40,42,1,37,2
2021-03-20,1,2,18,37,47,2
2021-03-17,5,19,40,7,10,6
2021-03-13,30,40,50,7,49,10
2021-03-10,31,39,15,36,4,6
2021-03-06,37,23,33,42,47,1
2021-03-03,45,18,28,16,19,6
2021-02-27,30,10,27,47,44,6
2021-02-24,39,24,7,5,50,10
2021-02-20,18,26,39,31,7,8
2021-02-17,11,16,2,46,50,8
2021-02-13,40,36,50,44,46,6
2021-02-10,31,22,7,13,20,10
2021-02-06,51,28,16,13,44,9
2021-02-03,12,38,35,43,40,7
2021-01-30,5,9,10,7,29,6
2021-01-27,37,36,1,38,10,5
2021-01-23,34,15,10,20,42,6
2021-01-20,38,14,49,16,6,3
2021-01-16,16,6,21,36,30,3
2021-01-13,21,8,29,32,24,2
2021-01-09,25,30,39,9,29,10
2021-01-06,4,8,17,25,44,6
2021-01-02,14,16,36,15,41,4
2020-12-30,18,26,30,25,49,8
2020-12-26,41,49,15,13,3,2
2020-12-23,8,16,5,34,23,10
2020-12-19,28,35,15,1,9,5
2020-12-16,32,21,18,35,48,7
2020-12-12,46,36,38,10,29,7
2020-12-09,4,20,23,8,50,6
2020-12-05,36,12,51,15,35,9
2020-12-02,22,12,40,9,38,10
2020-11-28,25,7,23,52,16,7
2020-11-25,7,1,38,12,40,6
2020-11-21,36,45,5,2,52,9
2020-11-18,43,39,17,35,42,5
2020-11-14,6,14,8,17,27,2
2020-11-11,30,48,13,31,8,8
2020-11-07,41,7,27,8,31,1
2020-11-04,32,49,11,12,50,4
2020-10-31,29,5,6,40,24,9
2020-10-28,41,14,4,43,35,9
2020-10-24,26,50,22,51,43,3
2020-10-21,46,37,36,1,35,9
2020-10-17,19,35,12,11,43,2
2020-10-14,24,4,33,14,25,7
2020-10-10,19,2,10,31,26,8
2020-10-07,19,17,24,51,34,10
2020-10-03,48,16,34,32,7,2
2020-09-30,30,11,37,5,6,3
2020-09-26,51,11,18,12,24,1
2020-09-23,15,41,6,37,42,6
2020-09-19,15,34,35,52,43,4
2020-09-16,12,48,21,52,15,4
2020-09-12,1,35,2,19,22,6
2020-09-09,35,52,15,6,38,6
2020-09-05,39,42,31,6,10,1
2020-09-02,40,37,25,34,47,8
2020-08-29,13,9,5,51,4,2
2020-08-26,31,24,16,22,5,9
2020-08-22,1,33,49,48,45,5
2020-08-19,17,45,8,35,1,9
2020-08-15,1,24,27,34,20,10
2020-08-12,35,5,42,39,6,2
2020-08-08,31,48,29,14,11,5
2020-08-05,29,23,26,43,6,3
2020-08-01,21,12,44,40,29,6
2020-07-29,45,38,51,29,30,1
2020-07-25,47,36,32,48,46,6
2020-07-22,49,51,25,46,18,7
2020-07-18,23,48,34,47,44,1
2020-07-15,45,13,11,51,14,1
2020-07-11,22,26,3,31,12,3
2020-07-08,7,33,51,45,41,1
2020-07-04,16,18,24,40,7,4
2020-07-01,22,30,24,35,4,7
2020-06-27,47,27,30,36,8,8
2020-06-24,11,30,39,3,36,2
2020-06-20,48,18,27,30,4,7
2020-06-17,12,21,19,48,26,7
2020-06-13,40,26,29,3,16,8
2020-06-10,33,38,52,13,16,7
2020-06-06,39,22,10,12,46,9
2020-06-03,22,46,28,7,41,2
2020-05-30,3,17,45,31,41,5
2020-05-27,20,36,35,48,16,3
2020-05-23,39,38,49,50,29,5
2020-05-20,10,35,41,13,22,6
2020-05-16,29,49,14,8,25,8
2020-05-13,6,50,20,35,19,5
2020-05-09,32,50,31,17,34,3
2020-05-06,31,35,25,18,42,9
2020-05-02,40,37,48,1,51,4
2020-04-29,43,18,28,45,11,6
2020-04-25,28,42,44,16,39,5
2020-04-22,42,41,16,12,11,9
2020-04-18,41,2,48,18,15,6
2020-04-15,19,51,26,3,45,5
2020-04-11,32,41,22,11,34,3
2020-04-08,40,7,2,26,18,3
2020-04-04,30,47,35,21,18,9
2020-04-01,28,16,14,29,52,7
2020-03-28,33,2,31,5,19,9
2020-03-25,41,33,6,36,48,10
2020-03-21,50,21,5,47,26,8
2020-03-18,24,6,34,45,16,2
2020-03-14,10,46,51,17,29,10
2020-03-11,29,2,24,50,11,4
2020-03-07,25,24,13,14,1,1
2020-03-04,22,5,24,6,18,10
2020-02-29,32,36,35,30,19,2
2020-02-26,29,30,40,2,3,7
2020-02-22,25,46,36,40,35,3
2020-02-19,33,29,51,47,16,10
2020-02-15,4,12,32,23,9,8
2020-02-12,13,17,27,44,29,2
2020-02-08,2,9,17,40,36,7
2020-02-05,1,36,2,18,26,8
2020-02-01,23,1,6,8,21,6
2020-01-29,43,11,25,12,9,8
2020-01-25,22,23,16,47,20,6
2020-01-22,6,21,11,4,23,6
2020-01-18,7,5,43,31,41,9
2020-01-15,11,50,1,51,38,9
2020-01-11,25,34,30,1,21,7
2020-01-08,11,38,31,1,49,4
2020-01-04,38,5,47,24,34,6
2020-01-01,30,48,3,44,26,9
2019-12-28,47,45,9,31,51,10
2019-12-25,4,20,45,35,11,8
2019-12-21,29,4,51,40,17,8
2019-12-18,4,1,18,30,17,1
2019-12-14,7,51,33,37,8,8
2019-12-11,41,29,51,34,23,8
2019-12-07,49,8,16,22,28,3
2019-12-04,34,51,47,45,38,10
2019-11-30,39,2,13,49,22,3
2019-11-27,44,27,16,25,33,6
2019-11-23,4,43,18,5,46,4
2019-11-20,1,29,47,4,46,10
2019-11-16,15,26,5,46,48,1
2019-11-13,49,23,18,24,30,4
2019-11-09,2,27,32,37,39,2
2019-11-06,12,2,27,15,44,6
2019-11-02,40,10,50,1,31,5
2019-10-30,32,44,3,28,6,2
2019-10-26,39,50,23,34,24,1
2019-10-23,9,34,25,10,15,10
2019-10-19,27,11,31,40,3,10
2019-10-16,33,9,5,15,1,5
2019-10-12,44,25,1,20,17,9
2019-10-09,46,9,6,13,23,7
2019-10-05,3,1,25,32,21,8
2019-10-02,23,43,49,34,16,10
2019-09-28,47,39,23,44,9,7
2019-09-25,49,40,24,10,42,9
2019-09-21,27,15,33,12,9,5
2019-09-18,10,44,52,41,51,6
2019-09-14,7,16,37,9,43,5
2019-09-11,36,30,34,29,12,10
2019-09-07,3,7,34,22,10,1
2019-09-04,35,25,37,45,13,5
2019-08-31,45,14,46,21,15,6
2019-08-28,15,52,11,10,46,3
2019-08-24,44,5,6,42,41,8
2019-08-21,25,31,9,34,37,9
2019-08-17,39,20,22,52,14,2
2019-08-14,35,21,15,45,52,2
2019-08-10,46,26,43,15,3,2
2019-08-07,44,51,6,50,25,4
2019-08-03,18,41,8,27,43,10
2019-07-31,41,21,4,13,46,1
2019-07-27,32,11,47,41,12,5
2019-07-24,28,34,33,26,42,10
2019-07-20,25,9,8,5,38,8
2019-07-17,19,44,7,4,17,7
2019-07-13,25,25,37,37,15,6
2019-07-10,16,32,36,42,22,8
2019-07-06,22,43,52,20,47,3
2019-07-03,7,36,12,48,19,2
2019-06-29,42,40,30,4,48,10
2019-06-26,14,36,10,33,3,8
2019-06-22,44,7,49,19,35,2
2019-06-19,17,25,6,8,44,8
2019-06-15,12,24,23,31,4,5
2019-06-12,15,4,12,49,38,7
2019-06-08,37,38,24,14,48,10
2019-06-05,2,9,46,29,38,10
2019-06-01,23,36,11,32,5,10
2019-05-29,7,27,5,48,45,1
2019-05-25,28,16,45,4,51,8
2019-05-22,1,8,35,11,2,1
2019-05-18,2,40,22,28,26,7
2019-05-15,23,35,4,44,19,4
2019-05-11,49,37,47,35,30,3
2019-05-08,34,25,17,19,14,4
2019-05-04,17,19,6,48,5,10
2019-05-01,33,46,7,9,47,3
2019-04-27,47,44,1,11,52,7
2019-04-24,26,15,46,14,3,4
2019-04-20,27,32,36,2,50,8
2019-04-17,24,34,51,17,2,4
2019-04-13,21,27,31,37,23,9
2019-04-10,1,16,24,14,50,2
2019-04-06,45,34,28,32,12,1
2019-04-03,8,28,35,41,19,8
2019-03-30,30,25,9,17,27,2
2019-03-27,48,28,5,36,20,5
2019-03-23,46,40,30,45,42,2
2019-03-20,38,42,22,21,4,9
2019-03-16,32,29,30,49,47,5
2019-03-13,42,18,48,52,44,8
2019-03-09,30,5,34,7,36,4
2019-03-06,25,45,34,17,12,6
2019-03-02,49,26,10,2,15,8
2019-02-27,43,52,35,33,27,1
2019-02-23,48,6,25,10,21,2
2019-02-20,15,12,16,46,21,7
2019-02-16,47,27,16,51,32,6
2019-02-13,6,18,45,26,5,3
2019-02-09,47,6,38,25,50,2
2019-02-06,1,47,15,41,35,9
2019-02-02,16,52,28,15,46,9
2019-01-30,6,23,10,38,41,7
2019-01-26,23,4,31,35,11,9
2019-01-23,47,1,34,27,4,1
2019-01-19,29,24,51,49,46,8
2019-01-16,3,42,21,51,45,5
2019-01-12,19,17,14,32,52,7
2019-01-09,44,13,35,50,19,1
2019-01-05,50,32,1,19,29,9
2019-01-02,18,19,10,6,41,6
2018-12-29,25,33,50,49,26,7
2018-12-26,18,10,5,51,19,2
2018-12-22,44,41,1,16,20,6
2018-12-19,13,12,10,52,34,9
2018-12-15,16,48,36,35,18,2
2018-12-12,3,22,2,49,13,9
2018-12-08,19,41,24,31,8,9
2018-12-05,48,9,40,33,15,9
2018-12-01,40,34,45,1,30,5
2018-11-28,22,12,2,10,7,2
2018-11-24,1,11,17,10,28,1
2018-11-21,25,25,39,39,3,3
2018-11-17,11,4,6,43,52,6
2018-11-14,21,28,30,45,14,4
2018-11-10,17,10,21,26,45,4
2018-11-07,26,30,36,42,19,9
2018-11-03,40,33,11,51,47,2
2018-10-31,31,18,19,48,32,2
2018-10-27,17,22,47,24,50,7
2018-10-24,11,4,12,19,34,8
2018-10-20,22,25,18,32,10,4
2018-10-17,3,8,15,21,37,5
2018-10-13,40,34,42,41,36,7
2018-10-10,37,22,19,35,49,9
2018-10-06,14,46,27,10,49,1
2018-10-03,31,1,40,36,14,6
2018-09-29,9,6,33,28,1,2
2018-09-26,16,42,22,28,35,9
2018-09-22,7,43,38,1,47,10
2018-09-19,25,12,13,40,33,8
2018-09-15,22,47,33,50,46,3
2018-09-12,1,23,24,51,42,6
2018-09-08,4,34,50,52,11,8
2018-09-05,26,30,20,41,13,9
2018-09-01,8,31,14,39,1,10
2018-08-29,10,17,20,26,52,10
2018-08-25,45,30,9,10,49,8
2018-08-22,20,51,25,26,22,7
2018-08-18,47,13,39,18,52,2
2018-08-15,29,36,32,9,6,10
2018-08-11,36,17,8,32,6,4
2018-08-08,31,37,20,3,28,1
2018-08-04,52,45,15,26,16,1
2018-08-01,25,8,3,50,24,5
2018-07-28,38,39,2,51,13,10
2018-07-25,8,6,35,13,20,4
2018-07-21,42,45,17,31,50,6
2018-07-18,32,8,11,1,5,6
2018-07-14,51,9,31,37,6,3
2018-07-11,22,24,9,38,31,1
2018-07-07,3,38,13,6,40,7
2018-07-04,4,16,12,22,44,3
2018-06-30,27,35,24,20,42,9
2018-06-27,17,50,21,24,37,7
2018-06-23,2,30,17,22,37,8
2018-06-20,52,10,11,13,3,5
2018-06-16,19,6,33,17,15,5
2018-06-13,21,17,35,42,3,10
2018-06-09,5,36,10,15,19,8
2018-06-06,19,39,31,51,28,4
2018-06-02,50,44,14,5,13,2
2018-05-30,36,35,32,23,34,3
2018-05-26,31,39,30,23,38,10
2018-05-23,41,11,24,42,7,9
2018-05-19,17,8,31,25,4,10
2018-05-16,38,25,24,50,29,9
2018-05-12,21,10,33,9,8,7
2018-05-09,36,28,45,2,10,2
2018-05-05,15,32,45,18,8,1
2018-05-02,31,30,8,19,18,2
2018-04-28,27,29,26,40,34,10
2018-04-25,35,22,7,47,27,4
2018-04-21,46,10,12,16,25,6
2018-04-18,47,11,30,27,8,9
2018-04-14,27,40,46,25,22,8
2018-04-11,7,33,29,20,52,1
2018-04-07,37,13,50,2,10,2
2018-04-04,39,15,26,16,18,4
2018-03-31,16,22,28,30,34,2
2018-03-28,7,24,40,46,51,5
2018-03-24,10,28,37,38,49,5
2018-03-21,6,18,25,26,28,8
2018-03-17,2,12,15,18,19,6
2018-03-14,8,21,38,50,51,4
2018-03-10,23,24,41,43,44,3
2018-03-07,1,2,13,20,36,9
2018-03-03,6,21,30,32,45,7
2018-02-28,11,15,18,36,40,5
2018-02-24,14,23,35,50,52,2
2018-02-21,14,16,23,25,33,9
2018-02-17,40,41,47,49,51,10
2018-02-14,1,2,13,15,28,10
2018-02-10,28,42,43,44,52,7
2018-02-07,15,25,36,45,51,9
2018-02-03,1,4,41,44,45,1
2018-01-31,11,14,22,27,38,3
2018-01-27,31,34,45,49,52,4
2018-01-24,7,8,17,40,42,5
2018-01-20,15,23,40,43,45,7
2018-01-17,5,8,28,30,40,4
2018-01-13,1,12,32,33,47,5
2018-01-10,33,35,40,44,49,2
2018-01-06,9,13,26,38,48,7
2018-01-03,3,18,22,33,43,5
2017-12-30,4,7,10,14,17,9
2017-12-27,4,30,38,47,48,3
2017-12-23,2,32,37,39,51,5
2017-12-20,5,12,23,24,32,2
2017-12-16,5,16,27,34,44,5
2017-12-13,9,18,23,46,50,3
2017-12-09,2,5,7,22,25,2
2017-12-06,18,29,37,39,42,4
2017-12-02,22,28,45,47,51,6
2017-11-29,1,4,5,16,38,9
2017-11-25,1,7,16,25,26,8
2017-11-22,6,8,22,29,34,8
2017-11-18,4,25,26,41,47,6
2017-11-15,2,9,18,31,39,9
